sample_00070|Trong lòng tính cách kiếm cái gì Ăn cho đỡ đói Chứ không thì thực chất Không có chịu nổi nữa rồi.|Trong lòng tính cách kiếm cái gì Ăn cho đỡ đói Chứ không thì thực chất Không có chịu nổi nữa rồi.
sample_00071|Vài năm nay hắn vẫn quen thói trộm gà Bởi vì trong làng có nhiều gà nuôi Cách ba bữa lại bắt vài con.|Vài năm nay hắn vẫn quen thói trộm gà Bởi vì trong làng có nhiều gà nuôi Cách ba bữa lại bắt vài con.
sample_00072|Trước nay Chưa có từng trộm trượt bao giờ Chưa có từng trộm trượt Không phải là vì may mắn Mà bởi vì.|Trước nay Chưa có từng trộm trượt bao giờ Chưa có từng trộm trượt Không phải là vì may mắn Mà bởi vì.
sample_00073|hắn đã nghĩ ra được một món Trộm gà hết sức độc đáo Quyết ý như vậy.|hắn đã nghĩ ra được một món Trộm gà hết sức độc đáo Quyết ý như vậy.
sample_00074|Trương Tiểu Biện mới liền nhân lúc trăng lu gió lớn mò vào trong sân ngoài của mẹ con bà Dương Quả Phụ ở trong làng. Nhà này không có đàn ông.|Trương Tiểu Biện mới liền nhân lúc trăng lu gió lớn mò vào trong sân ngoài của mẹ con bà Dương Quả Phụ ở trong làng. Nhà này không có đàn ông.
sample_00075|lại không có nuôi chó, cửa nẻo thấp nhỏ. Trương Tiểu Biện lại thuộc vị trí các ổ gà trong làng.|lại không có nuôi chó, cửa nẻo thấp nhỏ. Trương Tiểu Biện lại thuộc vị trí các ổ gà trong làng.
sample_00076|Hắn chẳng chút tốn công sức nào. Đã vượt qua cái bờ tường Phát hiện ngay con gà mái.|Hắn chẳng chút tốn công sức nào. Đã vượt qua cái bờ tường Phát hiện ngay con gà mái.
sample_00077|Đang thiêm thiếp trong chuồng. Nhìn đã rõ xong, Trương Tiểu Biện không có bắt ngay mà nhẹ nhàng.|Đang thiêm thiếp trong chuồng. Nhìn đã rõ xong, Trương Tiểu Biện không có bắt ngay mà nhẹ nhàng.
sample_00078|thò tay vào trong ổ, thi triển tuyệt chiêu độc đáo của mình, gãi nhè nhẹ vào bụng con gà mái.|thò tay vào trong ổ, thi triển tuyệt chiêu độc đáo của mình, gãi nhè nhẹ vào bụng con gà mái.
sample_00079|Phàm mỗi khi có kẻ trộm gà hay trộm khoét ổ, bọn gà chắc chắn sẽ vỗ cánh kêu toáng lên.|Phàm mỗi khi có kẻ trộm gà hay trộm khoét ổ, bọn gà chắc chắn sẽ vỗ cánh kêu toáng lên.
sample_00080|khiến cho chủ nhà thức dậy. Nhưng Trương Tiểu Biện có cách riêng của gã, chỉ gãi nhẹ có mấy lượt.|khiến cho chủ nhà thức dậy. Nhưng Trương Tiểu Biện có cách riêng của gã, chỉ gãi nhẹ có mấy lượt.
sample_00081|con gà mái ở trong chuồng chẳng những không có vỗ cánh và kêu toáng lên mà còn tỏ ra dễ chịu sung sướng.|con gà mái ở trong chuồng chẳng những không có vỗ cánh và kêu toáng lên mà còn tỏ ra dễ chịu sung sướng.
sample_00082|tựa hồ rất thích thú vì được người ta gãi ngứa hộ.|tựa hồ rất thích thú vì được người ta gãi ngứa hộ.
sample_00083|Trương Tiểu Biện mừng lắm chỉ cần là bước đầu tiên không có thất bại con gà này.|Trương Tiểu Biện mừng lắm chỉ cần là bước đầu tiên không có thất bại con gà này.
sample_00084|kể như đã vào tay của hắn rồi nhìn cái bộ dạng con gà mái hắn thầm cáo tiếc ông.|kể như đã vào tay của hắn rồi nhìn cái bộ dạng con gà mái hắn thầm cáo tiếc ông.
sample_00085|chẳng có chiều chuộng mày xuông đâu đợi khi mà về đến miếu quang vặt lông của mày mày chẳng có được dễ chịu như thế này nữa.|chẳng có chiều chuộng mày xuông đâu đợi khi mà về đến miếu quang vặt lông của mày mày chẳng có được dễ chịu như thế này nữa.
sample_00086|trong lòng mới vui vẻ một tay của hắn không ngừng gãi cho con gà tay kia đỡ cái mái chuồng gà ra.|trong lòng mới vui vẻ một tay của hắn không ngừng gãi cho con gà tay kia đỡ cái mái chuồng gà ra.
sample_00087|Định bụng ôm con gà lên theo lối phía trên. Nhưng mà có lẽ vì lâu không có trộm, ngón nghề có hơi chệch choạc.|Định bụng ôm con gà lên theo lối phía trên. Nhưng mà có lẽ vì lâu không có trộm, ngón nghề có hơi chệch choạc.
sample_00088|Cũng có khả năng vì mấy bữa đói ăn, tựu trung là tay chân hẳn có phần luống cuống.|Cũng có khả năng vì mấy bữa đói ăn, tựu trung là tay chân hẳn có phần luống cuống.
sample_00089|Đúng lúc nhấc con gà ra khỏi chuồng, chưa có kịp ôm cho chắc đã làm rớt xuống đất.|Đúng lúc nhấc con gà ra khỏi chuồng, chưa có kịp ôm cho chắc đã làm rớt xuống đất.
sample_00090|Con gà mái, nửa tỉnh nửa mê, đang lúc sung sướng, mơ màng, bỗng ngã oạch xuống.|Con gà mái, nửa tỉnh nửa mê, đang lúc sung sướng, mơ màng, bỗng ngã oạch xuống.
sample_00091|Lập tức tỉnh cơn mộng đẹp.|Lập tức tỉnh cơn mộng đẹp.
sample_00092|Đại khái nó cũng hiểu ra đây là kẻ trộm gà.|Đại khái nó cũng hiểu ra đây là kẻ trộm gà.
sample_00093|Nào có chịu buông tha chứ.|Nào có chịu buông tha chứ.
sample_00094|Nó liền mới lập tức giang cánh vỗ phành phạch, kêu loạn cả lên.|Nó liền mới lập tức giang cánh vỗ phành phạch, kêu loạn cả lên.
sample_00095|Quả nhiên khiến cho chủ nhà thức giấc.|Quả nhiên khiến cho chủ nhà thức giấc.
sample_00096|Chỉ nghe tiếng của dương quả phụ trong cửa sổ chửi vọng ra.|Chỉ nghe tiếng của dương quả phụ trong cửa sổ chửi vọng ra.
sample_00097|Cái thằng ranh nào dám vào trộm gà nhà ta chứ.|Cái thằng ranh nào dám vào trộm gà nhà ta chứ.
sample_00098|Chắc là cái thằng ranh chết bầm, Trương Tiểu Biện, ở miếu quan tài có phải không?|Chắc là cái thằng ranh chết bầm, Trương Tiểu Biện, ở miếu quan tài có phải không?
sample_00099|bà còn mỗi con gà đẻ trứng này mà mày cũng không tha sao chửi chưa có dứt lời đã thấy cửa sổ nhấc lên.|bà còn mỗi con gà đẻ trứng này mà mày cũng không tha sao chửi chưa có dứt lời đã thấy cửa sổ nhấc lên.
sample_00100|một cái thùng nước tiểu vụt bay ra trương tiểu biện thấy một vật không rõ hình thù bay ra mới vội rụt cổ tránh.|một cái thùng nước tiểu vụt bay ra trương tiểu biện thấy một vật không rõ hình thù bay ra mới vội rụt cổ tránh.
sample_00101|thúng nước tiểu giống vốn là nhắm không có chuẩn va vào tường đánh chát một cái thứ nước khai thối giải tóe ra tứ phía.|thúng nước tiểu giống vốn là nhắm không có chuẩn va vào tường đánh chát một cái thứ nước khai thối giải tóe ra tứ phía.
sample_00102|hắn biết chuyện đã chẳng xong rồi mới thầm nhủ không ngờ tiếng tăm của tam gia ta ta lần lẫy đến thế.|hắn biết chuyện đã chẳng xong rồi mới thầm nhủ không ngờ tiếng tăm của tam gia ta ta lần lẫy đến thế.
sample_00103|Đến cái mụ dương quả phụ, nghe tiếng gà động, mà cũng biết, tam gia ở đây.|Đến cái mụ dương quả phụ, nghe tiếng gà động, mà cũng biết, tam gia ở đây.
sample_00104|lại còn tương ra một cái thùng nước tiểu, vừa khai vừa thối.|lại còn tương ra một cái thùng nước tiểu, vừa khai vừa thối.
sample_00105|Rơi vào tay của mụ này, chắc ốm đòn. Tránh doi, chẳng có xấu mặt nào.|Rơi vào tay của mụ này, chắc ốm đòn. Tránh doi, chẳng có xấu mặt nào.
sample_00106|Giờ mà không chạy, còn đợi đến lúc nào nữa chứ.|Giờ mà không chạy, còn đợi đến lúc nào nữa chứ.
sample_00107|Nghĩ tới đây, trương tiểu biện, không có dám chậm trễ, mới vội tung mình, nhảy ra ngoài.|Nghĩ tới đây, trương tiểu biện, không có dám chậm trễ, mới vội tung mình, nhảy ra ngoài.
sample_00108|Bên tai, còn có tiếng của dương quả phụ, chửi bới liên thanh trong nhà.|Bên tai, còn có tiếng của dương quả phụ, chửi bới liên thanh trong nhà.
sample_00109|dường như đang bảo đứa con gái tiểu phượng sang nhà hàng xóm mượn chó đuổi trộm. Trương tiểu biện mới chửi thầm.|dường như đang bảo đứa con gái tiểu phượng sang nhà hàng xóm mượn chó đuổi trộm. Trương tiểu biện mới chửi thầm.
sample_00110|cái mụ dương này được lắm chả trách người ta vẫn bảo nhà quả phụ lắm điều nhiều tiếng lời này.|cái mụ dương này được lắm chả trách người ta vẫn bảo nhà quả phụ lắm điều nhiều tiếng lời này.
sample_00111|chẳng có sai chút nào ông trộm có mỗi một con gà mà nào có vào tay của ông chứ cớ sao.|chẳng có sai chút nào ông trộm có mỗi một con gà mà nào có vào tay của ông chứ cớ sao.
sample_00112|mụ phải đuổi tận giết tuyệt chứ đợi tam gia ta phát quan.|mụ phải đuổi tận giết tuyệt chứ đợi tam gia ta phát quan.
sample_00113|ông đền cho mụ một cái thùng nước tiểu bằng vàng đó miệng nói cứng như vậy nhưng mà dẫu sao.|ông đền cho mụ một cái thùng nước tiểu bằng vàng đó miệng nói cứng như vậy nhưng mà dẫu sao.
sample_00114|hắn vẫn có tật giật mình các nhà láng giềng xung quanh nhà nào cũng nuôi chó khi ấy.|hắn vẫn có tật giật mình các nhà láng giềng xung quanh nhà nào cũng nuôi chó khi ấy.
sample_00115|đều đã bị cái thùng nước tiểu của dương quả phụ đánh động thế là bốn phía chó sủa gà kêu cả làng loạn hết cả lên.|đều đã bị cái thùng nước tiểu của dương quả phụ đánh động thế là bốn phía chó sủa gà kêu cả làng loạn hết cả lên.
sample_00116|người ta còn tưởng là sơn tặc tới cướp làng nữa quả này dạ to rồi trường tiểu biện.|người ta còn tưởng là sơn tặc tới cướp làng nữa quả này dạ to rồi trường tiểu biện.
sample_00117|biết phải trốn đi mấy ngày mới xong nếu không cả làng ai chẳng biết Hắn trú ngụ ở miếu Kim Quang.|biết phải trốn đi mấy ngày mới xong nếu không cả làng ai chẳng biết Hắn trú ngụ ở miếu Kim Quang.
sample_00118|Nếu bị chặn bắt ở ngôi miếu nát đó thì chắp cánh cũng khó thoát.|Nếu bị chặn bắt ở ngôi miếu nát đó thì chắp cánh cũng khó thoát.
sample_00119|Vậy là hắn mới liền nhân đêm tối vội vã bỏ chạy khỏi làng.|Vậy là hắn mới liền nhân đêm tối vội vã bỏ chạy khỏi làng.
sample_00120|chạy một mạch tưởng là đứt hơi mới dám dừng chân tiếng người kêu chó sủa ở trong làng đã bặt hẳn rồi.|chạy một mạch tưởng là đứt hơi mới dám dừng chân tiếng người kêu chó sủa ở trong làng đã bặt hẳn rồi.
sample_00121|trương tiểu biện thở phào như cất được cái gánh nặng trong lòng vừa thở hổn hển vừa đưa mắt nhìn xung quanh.|trương tiểu biện thở phào như cất được cái gánh nặng trong lòng vừa thở hổn hển vừa đưa mắt nhìn xung quanh.
sample_00122|để xem mình đã chạy tới chỗ nào rồi chỉ thấy là trăng lạnh sao mờ cây khô cỏ dại trong lùm cỏ rậm rạp.|để xem mình đã chạy tới chỗ nào rồi chỉ thấy là trăng lạnh sao mờ cây khô cỏ dại trong lùm cỏ rậm rạp.
sample_00123|gò mồ nhấp nhô đá bia lổm chổm hóa ra lúc nãy hoảng quá chẳng có chọn đường.|gò mồ nhấp nhô đá bia lổm chổm hóa ra lúc nãy hoảng quá chẳng có chọn đường.
sample_00124|chạy lạc vào cái bãi tha ma phía sau làng.|chạy lạc vào cái bãi tha ma phía sau làng.
sample_00125|Bãi tha ma này nghe nói phong thủy cũng tốt lắm, lại là đất vô chủ.|Bãi tha ma này nghe nói phong thủy cũng tốt lắm, lại là đất vô chủ.
sample_00126|Người chết ở làng, xa thôn đều là mang tới đây để chôn.|Người chết ở làng, xa thôn đều là mang tới đây để chôn.
sample_00127|Vì thế, vô số mộ phần, chèn dài, thích cánh.|Vì thế, vô số mộ phần, chèn dài, thích cánh.
sample_00128|Màu đất còn tươi mới là những cái mộ mới đắp, còn những cái mộ lâu.|Màu đất còn tươi mới là những cái mộ mới đắp, còn những cái mộ lâu.
sample_00129|thì đầy cỏ dại, nhiều không có đếm xuể. Cách đây không lâu, có mấy cánh quân diệt khẩu xuất hiện ở cái địa bàn này.|thì đầy cỏ dại, nhiều không có đếm xuể. Cách đây không lâu, có mấy cánh quân diệt khẩu xuất hiện ở cái địa bàn này.
sample_00130|giao tranh ác liệt với quân binh mấy trận cũng mới vừa rút đi bỏ lại chiến trường hàng nghìn xác chết.|giao tranh ác liệt với quân binh mấy trận cũng mới vừa rút đi bỏ lại chiến trường hàng nghìn xác chết.
sample_00131|xác người không có kịp chôn cất rữa nát, bốc mùi gây ra một đợt ôn dịch nhỏ vì vậy.|xác người không có kịp chôn cất rữa nát, bốc mùi gây ra một đợt ôn dịch nhỏ vì vậy.
sample_00132|dân cư vùng lân cận chết nhiều hơn trước bãi ma này cũng bởi vì thế có thêm nhiều mộ mới.|dân cư vùng lân cận chết nhiều hơn trước bãi ma này cũng bởi vì thế có thêm nhiều mộ mới.
sample_00133|những nhà khá giả một chút thì mộ có quan tài, bia đá còn cái đám người cùng khổ thì đâu có may mắn như vậy chứ.|những nhà khá giả một chút thì mộ có quan tài, bia đá còn cái đám người cùng khổ thì đâu có may mắn như vậy chứ.
sample_00134|Khi chết, có được một cỗ áo quan mỏng là may mắn lắm rồi.|Khi chết, có được một cỗ áo quan mỏng là may mắn lắm rồi.
sample_00135|Có khi còn là phải lấy manh chiếu gai bó lại rồi vùi xuống huyệt. Nấm mồ cũng nhỏ bé đến tội.|Có khi còn là phải lấy manh chiếu gai bó lại rồi vùi xuống huyệt. Nấm mồ cũng nhỏ bé đến tội.
sample_00136|Còn bia đá bỏ được thì bỏ, lấy cái miếng gỗ cành cây cắm xuống cũng xong.|Còn bia đá bỏ được thì bỏ, lấy cái miếng gỗ cành cây cắm xuống cũng xong.
sample_00137|Những ngôi mộ mới không có được đánh dấu như thế sẽ nhanh chóng.|Những ngôi mộ mới không có được đánh dấu như thế sẽ nhanh chóng.
